name,year,price,currency,mileage (km),fuel type,disp (cm3),city,link
BMW Seria 3 320i,2006.0,22500.0,PLN,110000.0,Benzyna,1995.0,Pruszcz Gdański,https://www.otomoto.pl/oferta/bmw-seria-3-320i-2-0-150ps-tylko-110tys-km-1-wszy-wlasciciel-niemcy-alu-17-ID6Dy32j.html#5a46ebe1c2
Citroën C5 e-HDi,2014.0,23900.0,PLN,151000.0,Diesel,1560.0,Siemonia,https://www.otomoto.pl/oferta/citroen-c5-1-6-ehdi-automat-2014-r-z-urzedu-miasta-oryginalny-lakier-i-przebieg-ID6CKJKZ.html#5a46ebe1c2
Toyota Avensis 2.2,2006.0,16000.0,PLN,281070.0,Diesel,2231.0,Wólka Turebska,https://www.otomoto.pl/oferta/toyota-avensis-toyota-avensis-2-2-ID6Dxkdj.html#5a46ebe1c2
BMW Seria 3,2008.0,18000.0,PLN,118000.0,Benzyna,1995.0,Wrocław,https://www.otomoto.pl/oferta/bmw-seria-3-niski-przebieg-ID6DCey1.html#5a46ebe1c2
Audi A8 3.0,2004.0,28800.0,PLN,203000.0,Diesel,2967.0,Bytom,https://www.otomoto.pl/oferta/audi-a8-3-0-tdi-233km-quatro-super-stan-bezwypadkowy-z-niemiec-zarejestrowany-ID6DbLJS.html#5a46ebe1c2
Mazda 6,2009.0,18900.0,PLN,224000.0,Diesel,1998.0,Topólka,https://www.otomoto.pl/oferta/mazda-6-2-0-bardzo-ladna-zadbana-doinwestowana-godna-polecenia-ID6DyF3x.html#5a46ebe1c2
Škoda Octavia 1.2,2014.0,29700.0,PLN,198000.0,Benzyna,1197.0,Czechowice-Dziedzice,https://www.otomoto.pl/oferta/skoda-octavia-1-2tsi-105km-salon-pl-climatronic-bezwypadkowy-2xpdf-ID6DxjFG.html#5a46ebe1c2
BMW Seria 3 320i,2005.0,17499.0,PLN,196000.0,Benzyna,1995.0,Kije,https://www.otomoto.pl/oferta/bmw-seria-3-sprzedam-bmw-e90-320i-ID6DAC3O.html#5a46ebe1c2
Seat Exeo 2.0,2011.0,27900.0,PLN,182800.0,Diesel,1968.0,Swarzędz,https://www.otomoto.pl/oferta/seat-exeo-2-0-143km-xenon-navi-pdc-alu-klimatronik-zadbany-niemcy-ID6DApJr.html#5a46ebe1c2
Volkswagen Phaeton 3.0,2007.0,23900.0,PLN,224000.0,Diesel,2967.0,Sochaczew,https://www.otomoto.pl/oferta/volkswagen-phaeton-2007r-3-0-tdi-automat-jasne-skory-navi-xenony-super-stan-ID6Du2CU.html#5a46ebe1c2
Peugeot 508 Hybrid4,2012.0,29900.0,PLN,302654.0,Hybryda,1997.0,Sochaczew,https://www.otomoto.pl/oferta/peugeot-508-2-0-hdi-hybryd-pelna-opcja-polecam-ID6Dzi9q.html#5a46ebe1c2
BMW Seria 7 740d,2003.0,19900.0,PLN,342000.0,Diesel,3901.0,Kalisz,https://www.otomoto.pl/oferta/bmw-seria-7-e65258kmxenonskoramasazenaviel-klapael-kierownicaalu20-ID6Dy83s.html#5a46ebe1c2
Renault Fluence 1.6,2012.0,24000.0,PLN,87350.0,Benzyna,1598.0,Mierzyn,https://www.otomoto.pl/oferta/renault-fluence-pierwszy-wlasciciel-garazowany-niski-przebieg-ID6Dzibi.html#5a46ebe1c2
Peugeot 301,2016.0,29999.0,PLN,66815.0,Benzyna,1199.0,Gryfice,https://www.otomoto.pl/oferta/peugeot-301-bezwypadkowy-i-wlasciciel-salon-polska-ID6DbBx7.html#5a46ebe1c2
BMW Seria 3 320d,2007.0,16000.0,PLN,196000.0,Diesel,1995.0,Pyskowice,https://www.otomoto.pl/oferta/bmw-seria-3-bmw-320d-163km-ID6DAC1T.html#5a46ebe1c2
Škoda Superb 2.0,2007.0,15000.0,PLN,279000.0,Diesel,1968.0,Warszawa,https://www.otomoto.pl/oferta/skoda-superb-skoda-superb-salon-polska-navi-tv-serwis-skoda-ID6DBf7I.html#5a46ebe1c2
Chevrolet Cruze 2.0,2011.0,24900.0,PLN,152500.0,Diesel,1998.0,Żory,https://www.otomoto.pl/oferta/chevrolet-cruze-bogata-wersja-wyposazenia-2-0-diesel-163km-ID6DCeru.html#5a46ebe1c2
Citroën C-Elysée,2017.0,20100.0,PLN,156000.0,Benzyna+LPG,1587.0,Wrocław,https://www.otomoto.pl/oferta/citroen-c-elyse-1-6vti-115km-lpg-wynajem-dlugoterminowy-samochodow-wypozyczalnia-aut-ID6DwF4E.html#5a46ebe1c2
Audi A6 2.7,2005.0,16200.0,PLN,290300.0,Diesel,2698.0,Przytyk,https://www.otomoto.pl/oferta/audi-a6-c6-2-7-tdi-180km-manual-ID6DaYY7.html#5a46ebe1c2
Seat Toledo 1.2,2015.0,26900.0,PLN,148000.0,Benzyna,1197.0,Łódź,https://www.otomoto.pl/oferta/seat-toledo-salon-polska-i-wlasciciel-vat23-aso-ID6DCeqT.html#5a46ebe1c2
Mercedes-Benz Klasa E 250,2010.0,23900.0,PLN,178900.0,Diesel,2143.0,Legnica,https://www.otomoto.pl/oferta/mercedes-benz-klasa-e-204kmbixenon-ilsnavipdcalcantarasport-amgpanorama-ID6DdGgB.html#5a46ebe1c2
Opel Insignia 2.0,2011.0,27900.0,PLN,110722.0,Diesel,1956.0,Janikowo,https://www.otomoto.pl/oferta/opel-insignia-opel-insignia-2-0-cdti-180km-460nm-zadbany-doinwestowany-ID6DAC23.html#5a46ebe1c2
Ford Mondeo 2.0,2010.0,17500.0,PLN,208000.0,Diesel,1997.0,Rogów,https://www.otomoto.pl/oferta/ford-mondeo-ID6Dzhvm.html#5a46ebe1c2
Mazda 3 1.6,2009.0,27900.0,PLN,63000.0,Benzyna,1598.0,Bolesławiec,https://www.otomoto.pl/oferta/mazda-3-1-6-benzyna-auto-jak-nowe-z-gwarancja-gotowe-do-rejestracji-ID6DBf1c.html#5a46ebe1c2
BMW Seria 5 520i,2005.0,22500.0,PLN,278981.0,Benzyna+LPG,2171.0,Radom,https://www.otomoto.pl/oferta/bmw-seria-5-e60-swiezy-lpg-manual-6-biegow-xenon-szyberdach-skora-zolta-ID6DCeoj.html#5a46ebe1c2
BMW Seria 7,1997.0,22900.0,PLN,452000.0,Benzyna,5000.0,Lublin,https://www.otomoto.pl/oferta/bmw-seria-7-e38-ID6DzhX8.html#5a46ebe1c2
Renault Fluence 1.6,2010.0,21900.0,PLN,189000.0,Benzyna,1598.0,Krzemienica,https://www.otomoto.pl/oferta/renault-fluence-1-6-16v-110km-ksenony-alusy-zadbany-z-niemiec-ID6DAC1K.html#12c2dcb803
Opel Insignia,2008.0,22900.0,PLN,210000.0,Diesel,1956.0,Ostrołęka,https://www.otomoto.pl/oferta/opel-insignia-cosmo-xenon-navi-skory-super-stan-ID6DzhPq.html#12c2dcb803
Peugeot 508,2013.0,29900.0,PLN,177000.0,Benzyna,1598.0,Radom,https://www.otomoto.pl/oferta/peugeot-508-klima-navigacja-skora-gwarancja-oplacony-ID6Dr25P.html#12c2dcb803
BMW Seria 5 530i,2001.0,18900.0,PLN,299000.0,Benzyna,2979.0,Sochaczew-Wieś,https://www.otomoto.pl/oferta/bmw-seria-5-530i-bezwypadkowy-skora-xenon-ID6DCekn.html#12c2dcb803
Volvo S60 2.4,2009.0,17800.0,PLN,283000.0,Benzyna,2435.0,Bielsko-Biała,https://www.otomoto.pl/oferta/volvo-s60-sprzedam-volvo-s60-2-4-140-km-2009-r-bezwypadkowy-ID6DkzfY.html#12c2dcb803
Škoda Octavia 1.8,2008.0,24900.0,PLN,189159.0,Benzyna,1798.0,Kielce,https://www.otomoto.pl/oferta/skoda-octavia-octavia-wzorowy-stan-techniczny-gwarancja-na-silnik-polski-salon-ID6DoO5i.html#12c2dcb803
Jaguar XJ Sovereign,1993.0,17800.0,PLN,248000.0,Benzyna,3980.0,Chwaszczyno,https://www.otomoto.pl/oferta/jaguar-xj-jaguar-xj-40-sovereign-unikat-salon-polska-fv-23-ID6Ds0dC.html#12c2dcb803
BMW Seria 5 520d,2008.0,26999.0,PLN,241093.0,Diesel,1995.0,Siemirowice,https://www.otomoto.pl/oferta/bmw-seria-5-520d-touring-ID6Dvpmd.html#12c2dcb803
Mercedes-Benz Klasa C 220,2008.0,29700.0,PLN,261000.0,Diesel,2148.0,Bełchatów,https://www.otomoto.pl/oferta/mercedes-benz-klasa-c-pakiet-amg-ID6Dut3O.html#12c2dcb803
Audi A8 4.0,2005.0,29900.0,PLN,290123.0,Diesel,3936.0,Zwoleń,https://www.otomoto.pl/oferta/audi-a8-audi-a8-s8-4-0tdi-brazowy-srodek-alu-xenon-navi-szyberdach-full-opcja-ID6DAppS.html#12c2dcb803
Audi A6 3.0,2008.0,29900.0,PLN,280000.0,Diesel,2967.0,Ostrowiec Świętokrzyski,https://www.otomoto.pl/oferta/audi-a6-audi-a6-quattro-3-0-tdi-bi-xenon-kamera-ID6Dl6zr.html#12c2dcb803
Honda Accord 2.0,2007.0,22900.0,PLN,171000.0,Benzyna,1997.0,Ostrów Mazowiecka,https://www.otomoto.pl/oferta/honda-accord-2-0vtec155km-xenon-skory-pdc-z-niemiec-ID6Dv4ox.html#12c2dcb803
Honda Civic 1.8,2008.0,27900.0,PLN,84000.0,Benzyna,1799.0,Warszawa,https://www.otomoto.pl/oferta/honda-civic-salon-pl-i-wl-bezwypadkowy-stan-bardzo-dobry-ID6Dwtms.html#12c2dcb803
Renault Fluence 1.6,2010.0,19990.0,PLN,160000.0,Benzyna+LPG,1598.0,Kutno,https://www.otomoto.pl/oferta/renault-fluence-1-6-16v-gaz-salon-pl-serwis-alu-climatronic-gwarancja-ID6DvLjl.html#12c2dcb803
Opel Insignia 2.0,2011.0,21900.0,PLN,205500.0,Diesel,1956.0,Stare Miasto,https://www.otomoto.pl/oferta/opel-insignia-opel-insignia-hb-2-0-cdti-130-km-elite-ID6DzhBN.html#12c2dcb803
Seat Exeo 1.8,2012.0,27900.0,PLN,142989.0,Benzyna,1798.0,Zagórze,https://www.otomoto.pl/oferta/seat-exeo-1-8turbo142tys-kmpelnyserwisbixenonnawigacjapelnyoryginaltop-ID6DygIx.html#12c2dcb803
Volkswagen Passat,2011.0,25000.0,PLN,178874.0,Benzyna,1798.0,Łódź,https://www.otomoto.pl/oferta/volkswagen-passat-1-8-tsi-salon-polska-vat-23-klimatronic-parktronic-ID6DyH80.html#12c2dcb803
Škoda Octavia 1.9,2009.0,19600.0,PLN,246800.0,Diesel,1896.0,Warszawa,https://www.otomoto.pl/oferta/skoda-octavia-skoda-octavia-1-9-tdi-dsg-super-stan-ID6DxLTn.html#12c2dcb803
Volvo S40,2007.0,15500.0,PLN,169877.0,Diesel,1560.0,Modliborzyce,https://www.otomoto.pl/oferta/volvo-s40-1-6d-109km-skora-klimatronik-alu-idealne-ID6DxXdO.html#12c2dcb803
Peugeot 301,2013.0,20900.0,PLN,135000.0,Benzyna,1200.0,Mysłowice,https://www.otomoto.pl/oferta/peugeot-301-salol-plserwis-asoklimaalufelgi-ID6CED0i.html#12c2dcb803
Audi A4 2.0,2008.0,29900.0,PLN,197000.0,Diesel,1968.0,Złotoryja,https://www.otomoto.pl/oferta/audi-a4-2-0-tdi-ledy-bi-xenon-pdc-tempomat-ID6DABRb.html#12c2dcb803
Mercedes-Benz Klasa E 320,2007.0,23700.0,PLN,350000.0,Diesel,2987.0,Inowrocław,https://www.otomoto.pl/oferta/mercedes-benz-klasa-e-3-0-cdi-224km-lift-4-matic-evo-avangarda-jasne-skory-navi-prof-zamiana-ID6DBeH4.html#12c2dcb803
Volkswagen Passat,2007.0,21500.0,PLN,144071.0,Diesel,1968.0,Katowice,https://www.otomoto.pl/oferta/volkswagen-passat-2-0-tdi-salon-polska-serwis-aso-xenon-klimatronic-tempomat-ID6DApe4.html#12c2dcb803
Audi A6 2.7,2007.0,29000.0,PLN,350068.0,Diesel,2698.0,Tymbark,https://www.otomoto.pl/oferta/audi-a6-automat-quatro-skora-navi-zadbany-kpl-kol-letnich-ID6DCeb2.html#12c2dcb803
Toyota Avensis,2010.0,23000.0,PLN,163580.0,Diesel,2231.0,Łódź,https://www.otomoto.pl/oferta/toyota-avensis-2-2-d-4d-salon-polska-serwis-aso-xenon-klimatronic-tempomat-ID6DyH6d.html#12c2dcb803
BMW Seria 3 320d,2010.0,29900.0,PLN,230000.0,Diesel,1995.0,Swarzędz,https://www.otomoto.pl/oferta/bmw-seria-3-2-0d-183km-lift-klimatronik-navigacja-super-stan-ID6DBeyD.html#12c2dcb803
Volkswagen Jetta A6,2014.0,29900.0,PLN,141037.0,Benzyna,1797.0,Kraków,https://www.otomoto.pl/oferta/volkswagen-jetta-automatbenzyna-ID6BRB3H.html#12c2dcb803
Audi A4 1.6,2006.0,23900.0,PLN,173200.0,Benzyna,1595.0,Poręba,https://www.otomoto.pl/oferta/audi-a4-1-6-benzyna-oryginalny-przebieg-kola-19-serwisowany-ID6BVUrS.html#12c2dcb803
BMW Seria 3 316i,2010.0,28999.0,PLN,158718.0,Benzyna,1599.0,Kościerzyna-Wybudowanie,https://www.otomoto.pl/oferta/bmw-seria-3-1-6benz-122km-serwis-navi-skora-oplacony-ID6DzhqB.html#12c2dcb803
Mazda 6 2.0,2011.0,26900.0,PLN,116355.0,Benzyna,1999.0,Tarnów,https://www.otomoto.pl/oferta/mazda-6-2-0-benzyna-115-tys-km-zero-rdzy-stan-bardzo-dobry-ID6Dkeqf.html#12c2dcb803
BMW Seria 5 525i,2004.0,18999.0,PLN,217000.0,Benzyna,2494.0,Rzeszów,https://www.otomoto.pl/oferta/bmw-seria-5-z-niemiec-2-5-benzyna-192-km-oplacony-ID6DapZp.html#12c2dcb803
BMW Seria 5 525d,2006.0,18500.0,PLN,300000.0,Diesel,2497.0,Jelenia Góra,https://www.otomoto.pl/oferta/bmw-seria-5-bmw-525-2-5-l-d-195-km-2006-rok-ID6ARoDw.html#12c2dcb803
Audi A6 2.4,2006.0,25900.0,PLN,248000.0,Benzyna,2393.0,Ostrów Mazowiecka,https://www.otomoto.pl/oferta/audi-a6-177km-serwisowana-szyberdach-oplacona-ID6DBetr.html#964bee6bf4
Mitsubishi Lancer 1.6,2012.0,26490.0,PLN,145450.0,Benzyna,1590.0,Paniówki,https://www.otomoto.pl/oferta/mitsubishi-lancer-samochod-krajowy-1-wlasciciel-ID6Dn4HG.html#964bee6bf4
BMW Seria 3,2011.0,29900.0,PLN,287654.0,Diesel,2000.0,Bydgoszcz,https://www.otomoto.pl/oferta/bmw-seria-3-bmw-3-e90-184-km-lift-2-0-d-serwisowany-oplacony-warto-nowy-silnik-ID6DCe6y.html#964bee6bf4
Fiat 125p,1988.0,25000.0,PLN,6000.0,Benzyna+LPG,1500.0,Łężyce,https://www.otomoto.pl/oferta/fiat-125p-fso-1500-po-remoncie-stan-bdb-bardzo-mocno-doinwestowany-ID6D75yN.html#964bee6bf4
Peugeot 301,2017.0,27500.0,PLN,113532.0,Diesel,1560.0,Rzeszów,https://www.otomoto.pl/oferta/peugeot-301-2017r-salon-pl-gwarancja-przebiegu-i-serwisu-1-wlasciciel-f-ID6DkDRK.html#964bee6bf4
Peugeot 301,2017.0,27000.0,PLN,140913.0,Benzyna+LPG,1587.0,Katowice,https://www.otomoto.pl/oferta/peugeot-301-1-6-salon-polska-serwis-aso-gaz-vat-23-klima-tempomat-ID6DyH2F.html#964bee6bf4
BMW Seria 3,2005.0,19900.0,PLN,185834.0,Benzyna,1995.0,Wałcz,https://www.otomoto.pl/oferta/bmw-seria-3-318i-130km-bezwypadkowy-automat-ID6DBdWJ.html#964bee6bf4
Ford Mondeo 2.0,2011.0,21000.0,PLN,235000.0,Diesel,1997.0,Sochaczew,https://www.otomoto.pl/oferta/ford-mondeo-zadbany-salonowy-hatchback-2-0tdci-140km-2011r-ID6Dzztv.html#964bee6bf4
BMW Seria 7 740i,1997.0,15900.0,PLN,221451.0,Benzyna,4398.0,Miedziana Góra,https://www.otomoto.pl/oferta/bmw-seria-7-bmw-740i-ID6Dv0fM.html#964bee6bf4
Volkswagen Passat CC 2.0,2008.0,24600.0,PLN,203000.0,Diesel,1968.0,Kępno,https://www.otomoto.pl/oferta/volkswagen-passat-cc-2-0tdi-170psxenonnaviskoralekko-uszk-ID6DCe3q.html#964bee6bf4
Renault Fluence 2.0,2011.0,29900.0,PLN,61945.0,Benzyna,1997.0,Kraków,https://www.otomoto.pl/oferta/renault-fluence-2-0i-16v-automatic-privilege-ii-wlasciciel-62-tys-km-bezwypadkowy-ID6CTr6V.html#964bee6bf4
Ford Mondeo 1.6,2011.0,26999.0,PLN,177280.0,Diesel,1560.0,Olkusz,https://www.otomoto.pl/oferta/ford-mondeo-econetic-titanium-skora-alu-navi-climatronic-ID6DutRJ.html#964bee6bf4
Toyota Avensis 1.8,2006.0,15990.0,PLN,167000.0,Benzyna,1794.0,Kołobrzeg,https://www.otomoto.pl/oferta/toyota-avensis-1-8-vvti-benzyna-129km-bezwypadkowy-orginalny-przebieg-ze-szwecji-ID6Dzh26.html#964bee6bf4
BMW Seria 5 525d,2005.0,19999.0,PLN,345999.0,Diesel,2497.0,Piotrkowice,https://www.otomoto.pl/oferta/bmw-seria-5-2005-r-2-5-tdi-klima-navi-sedan-m-pakiet-skory-zamiana-raty-ID6DAoH7.html#964bee6bf4
BMW Seria 5 520d,2008.0,20900.0,PLN,299600.0,Diesel,1995.0,Lubraniec,https://www.otomoto.pl/oferta/bmw-seria-5-e60-lift-520d-zadbana-ID6DABRp.html#964bee6bf4
Citroën C5 III,2011.0,29900.0,PLN,203710.0,Diesel,1997.0,Kraków,https://www.otomoto.pl/oferta/citroen-c5-2-0-hdi-comfort-face-lifting-i-wl-ks-serwis-bezwypadkowy-oplacony-ID6C27MU.html#964bee6bf4
Mercedes-Benz Klasa E 200,2009.0,18900.0,PLN,374000.0,Diesel,2148.0,Kłodzko,https://www.otomoto.pl/oferta/mercedes-benz-klasa-e-mercedes-e-klasa-kombi-lift-automat-super-stan-ID6CZIt1.html#964bee6bf4
Toyota Corolla 2.0,2008.0,17800.0,PLN,186000.0,Diesel,1998.0,Krosno,https://www.otomoto.pl/oferta/toyota-corolla-d4d-126km-salon-polska-zadbana-gwarancja-ID6DCe1e.html#964bee6bf4
BMW Seria 3,2005.0,16700.0,PLN,142000.0,Benzyna,1995.0,Warszawa,https://www.otomoto.pl/oferta/bmw-seria-3-ladne-e90-wszystko-gotowe-trzeba-tylko-rejestrowac-ID6DkJHS.html#964bee6bf4
BMW Seria 5 535d,2006.0,28900.0,PLN,295000.0,Diesel,2993.0,Gliwice,https://www.otomoto.pl/oferta/bmw-seria-5-bmw-e61-twin-turbo-270km-m-pakiet-oryginal-full-opcja-ID6DsakU.html#964bee6bf4
Honda Civic 1.8,2008.0,29500.0,PLN,50541.0,Benzyna,1799.0,Bielsko-Biała,https://www.otomoto.pl/oferta/honda-civic-civic-1-8-executive-niski-przebieg-krajowy-okazja-ID6DBeb5.html#964bee6bf4
Wołga,1960.0,19900.0,PLN,89551.0,Benzyna,2400.0,Niepołomice,https://www.otomoto.pl/oferta/wolga-gaz-21-wolga-m21-pobieda-fso-warszawa-m-20-garbuska-pabieda-ID6DcQvy.html#964bee6bf4
Ford Mondeo 1.6,2011.0,26500.0,PLN,190000.0,Diesel,1560.0,Rawa Mazowiecka,https://www.otomoto.pl/oferta/ford-mondeo-ford-mondeo-1-6-tdci-2011-ID6Dzh5l.html#964bee6bf4
Citroën DS5 e-HDi,2012.0,18500.0,PLN,167000.0,Diesel,1560.0,Ryki,https://www.otomoto.pl/oferta/citroen-ds5-panoramahudautomat-ID6DtBsA.html#964bee6bf4
Volvo S60,2014.0,27200.0,PLN,85000.0,Diesel,1995.0,Kraków,https://www.otomoto.pl/oferta/volvo-s60-r-design-ID6DABRR.html#964bee6bf4
Ford Mondeo Turnier,2011.0,18500.0,PLN,286000.0,Diesel,1997.0,Płock,https://www.otomoto.pl/oferta/ford-mondeo-ford-mondeo-1-6-tdci-nawigacja-nowe-wtryski-dwumas-ID6DuiCe.html#964bee6bf4
Jaguar XJ Sovereign,1994.0,24000.0,PLN,133416.0,Benzyna,3980.0,Łódź,https://www.otomoto.pl/oferta/jaguar-xj-4-0-240km-klasyk-jasna-skora-automat-ID6Dr47D.html#964bee6bf4
Toyota Corolla 1.6,2008.0,23500.0,PLN,99500.0,Benzyna,1598.0,Radziejowice,https://www.otomoto.pl/oferta/toyota-corolla-salon-polska-jak-nowa-99tys-km-automat-gwarancja-zobacz-ID6DCdTm.html#964bee6bf4
Audi A6 2.4,2004.0,21900.0,PLN,240000.0,Benzyna,2393.0,Krzyż Wielkopolski,https://www.otomoto.pl/oferta/audi-a6-sprzedam-audi-a6-c6-z-niezawodnym-silnikiem-2-4-benzyna-ID6DABQC.html#964bee6bf4
BMW Seria 3 320d,2007.0,18500.0,PLN,329000.0,Diesel,1995.0,Mikołów,https://www.otomoto.pl/oferta/bmw-seria-3-e91-180km-oryginalny-m-pakiet-z-vin-panorama-najnizsza-cena-ID6CySa5.html#964bee6bf4
Opel Insignia 2.0,2008.0,21500.0,PLN,264000.0,Benzyna,1998.0,Złocieniec,https://www.otomoto.pl/oferta/opel-insignia-2-0-turbo-220km-bixenon-ID6DjD79.html#964bee6bf4
Honda Accord VII,2004.0,17900.0,PLN,267250.0,Benzyna,1998.0,Kraków,https://www.otomoto.pl/oferta/honda-accord-2-0-i-vtec-16v-sport-rzeczywisty-przebieg-bezwypadkowy-oplacony-ID6CwMpE.html#964bee6bf4
Honda Accord VII,2004.0,17900.0,PLN,267250.0,Benzyna,1998.0,Kraków,https://www.otomoto.pl/oferta/honda-accord-2-0-i-vtec-16v-sport-rzeczywisty-przebieg-bezwypadkowy-oplacony-ID6CwMpE.html#5de790feec
Honda City,2010.0,18900.0,PLN,221200.0,Benzyna,1400.0,Świdnica,https://www.otomoto.pl/oferta/honda-city-salon-polska-100-serwis-100-oryginal-zadbany-ID6DCdKW.html#5de790feec
Audi A6 2.0,2007.0,21900.0,PLN,300500.0,Diesel,1968.0,Lębork,https://www.otomoto.pl/oferta/audi-a6-mmi-bi-ksenon-automat-skory-pdc-raty-zamiana-ID6Dzh0f.html#5de790feec
Fiat Linea 1.4,2007.0,17000.0,PLN,86980.0,Benzyna,1368.0,Jordanów,https://www.otomoto.pl/oferta/fiat-linea-fiat-linea-dynamic-salon-polska-ID6DyFbt.html#5de790feec
BMW Seria 3 318i,2006.0,15900.0,PLN,203000.0,Benzyna,1995.0,Paczków,https://www.otomoto.pl/oferta/bmw-seria-3-bmw-e-90-2-l-benzyna-ID6Dzgxk.html#5de790feec
Toyota Corolla 1.3,1991.0,18200.0,PLN,62800.0,Benzyna,1295.0,Białystok,https://www.otomoto.pl/oferta/toyota-corolla-toyota-corolla-1-3-1991-r-krajowa-oryginal-stan-kolekcjonerski-ID6Dvp7U.html#5de790feec
BMW Seria 5,2003.0,17900.0,PLN,237000.0,Benzyna+LPG,3498.0,Lublin,https://www.otomoto.pl/oferta/bmw-seria-5-e39-3-5-v8-automat-535i-lift-sedan-ID6Duzza.html#5de790feec
Volkswagen Phaeton 3.0,2008.0,27500.0,PLN,293000.0,Diesel,2967.0,Suchedniów,https://www.otomoto.pl/oferta/volkswagen-phaeton-mozliwa-zamiana-na-kombi-ID6DeJpo.html#5de790feec
Citroën C5 1.6,2010.0,18900.0,PLN,153000.0,Diesel,1560.0,Złotoryja,https://www.otomoto.pl/oferta/citroen-c5-klimatronic-pdc-tempomat-ID6Dt0Nc.html#5de790feec
Chevrolet Cruze,2012.0,20900.0,PLN,199000.0,Diesel,1998.0,Złotoryja,https://www.otomoto.pl/oferta/chevrolet-cruze-2-0-163km-nawigacja-tempomat-pdc-ID6DoLxr.html#5de790feec
Honda Accord 2.0,2005.0,16900.0,PLN,286000.0,Benzyna,1998.0,Zamość,https://www.otomoto.pl/oferta/honda-accord-2-0-b-155-km-2-kpl-kol-ID6Dwd9d.html#5de790feec
Mazda 6,2008.0,22900.0,PLN,142000.0,Benzyna,1798.0,Stary Dzierzgoń,https://www.otomoto.pl/oferta/mazda-6-1-8-120-km-oryginal-1-rece-serwis-top-ID6Dwu4h.html#5de790feec
BMW Seria 3 318i,2007.0,22000.0,PLN,111000.0,Benzyna,1995.0,Oława,https://www.otomoto.pl/oferta/bmw-seria-3-bmw-e90-318i-2-0-143-km-niski-przebieg-ID6DfeB5.html#5de790feec
BMW Seria 3 320d,2005.0,18999.0,PLN,220000.0,Diesel,1995.0,Nowy Sącz,https://www.otomoto.pl/oferta/bmw-seria-3-ID6DABOk.html#5de790feec
Alfa Romeo 159 1.9JTDM,2010.0,22900.0,PLN,101000.0,Diesel,1910.0,Toruń,https://www.otomoto.pl/oferta/alfa-romeo-159-bezwypadkowa-oplacona-klimatronik-ID6DviS1.html#5de790feec
Jaguar XJ 3.2,1998.0,22900.0,PLN,112000.0,Benzyna,3248.0,Kłodzko,https://www.otomoto.pl/oferta/jaguar-xj-3-2-v8-237ps-tylko-112-000-km-auto-na-gwarancji-auto-bijak-ID6DBdoF.html#5de790feec
BMW Seria 3 318d,2006.0,16500.0,PLN,267129.0,Diesel,1995.0,Elbląg,https://www.otomoto.pl/oferta/bmw-seria-3-318d-e90-2006r-bardzo-zadbana-ID6DzgUM.html#5de790feec
Renault Laguna,2010.0,19900.0,PLN,194000.0,Benzyna+LPG,1598.0,Poręba,https://www.otomoto.pl/oferta/renault-laguna-1-6-z-gazem-100-bezwypadkowy-super-stan-ID6DzuOc.html#5de790feec
Fiat Tipo 1.4,2018.0,20479.0,PLN,76554.0,Benzyna,1368.0,Komorniki,https://www.otomoto.pl/oferta/fiat-tipo-ID6DCdCP.html#5de790feec
Škoda Octavia 1.9,2009.0,20000.0,PLN,169000.0,Diesel,1896.0,Gdynia,https://www.otomoto.pl/oferta/skoda-octavia-skoda-octavia-140km-doposazona-pewniak-ID6DlhP1.html#5de790feec
Renault Fluence 1.6,2012.0,26500.0,PLN,114800.0,Benzyna,1598.0,Leszno,https://www.otomoto.pl/oferta/renault-fluence-ID6DCdB7.html#5de790feec
BMW Seria 3 320d,2004.0,16500.0,PLN,349000.0,Diesel,1995.0,Otwock,https://www.otomoto.pl/oferta/bmw-seria-3-e46-lift-m-pakiet-320d-6-biegow-gwint-android-xenon-ID6Dx8Rn.html#5de790feec
Volkswagen Passat 2.0,2015.0,15300.0,PLN,150000.0,Diesel,1968.0,Giżycko,https://www.otomoto.pl/oferta/volkswagen-passat-uszkodzony-volkswagen-passat-b7-wersja-usa-ID6DABJI.html#5de790feec
Citroën C5,2011.0,20787.0,PLN,230722.0,Diesel,1997.0,Gdańsk,https://www.otomoto.pl/oferta/citroen-c5-citroen-11296-c-5-ii-2-0-hdi-selection-fv-ID6Dvzvu.html#5de790feec
Škoda Octavia 1.6,2011.0,23900.0,PLN,219200.0,Benzyna,1595.0,Dulowa,https://www.otomoto.pl/oferta/skoda-octavia-1-6-gaz-krajowa-zadbana-ID6Dwc0B.html#5de790feec
Audi A6 2.0,2006.0,18900.0,PLN,285000.0,Diesel,1968.0,Lubań,https://www.otomoto.pl/oferta/audi-a6-audi-a6-c6-2-0-tdi-automat-ID6DCdtf.html#5de790feec
Škoda Octavia 1.4,2009.0,16999.0,PLN,123000.0,Benzyna,1390.0,Chybie,https://www.otomoto.pl/oferta/skoda-octavia-serwis-zadbany-salon-polska-okazja-ID6DwNKo.html#5de790feec
Honda Accord 2.2d,2008.0,22000.0,PLN,280000.0,Diesel,2199.0,Ząbki,https://www.otomoto.pl/oferta/honda-accord-sprzedam-honda-accord-2-2-executive-zczipowana-ID6Dxrib.html#5de790feec
Mercedes-Benz Klasa C 180,2008.0,29000.0,PLN,170000.0,Benzyna,1796.0,Chojnów,https://www.otomoto.pl/oferta/mercedes-benz-klasa-c-w204-1-8-ID6DABKz.html#5de790feec
