name,year,price,currency,mileage (km),fuel type,disp (cm3),city,link
Mazda 6 1.8,2009.0,19800.0,PLN,256000.0,Benzyna,1798.0,Wrocław,https://www.otomoto.pl/oferta/mazda-6-2009-r-1-8-pb-120-km-klima-stan-wzorowy-bez-rdzy-2x-alufelgi-ID6DzAPS.html#35bc526dcd
Volvo S40 1.8,2007.0,17900.0,PLN,199999.0,Benzyna,1798.0,Włocławek,https://www.otomoto.pl/oferta/volvo-s40-lift-1-8i-16v-benzyna-navi-skora-grzane-fotele-serwis-aso-ID6Di7cJ.html#35bc526dcd
Škoda Octavia 1.4,2010.0,22500.0,PLN,200276.0,Benzyna,1390.0,Elbląg,https://www.otomoto.pl/oferta/skoda-octavia-ID6Dyh6A.html#35bc526dcd
Honda Civic 1.8,2009.0,24900.0,PLN,143000.0,Benzyna+LPG,1799.0,Będzin,https://www.otomoto.pl/oferta/honda-civic-1-8-benzyna-lpg-klimatronik-serwisowany-bezwypadkowy-ID6DBB8U.html#6d60d0b5cc
Audi A6,2003.0,18900.0,PLN,169000.0,Benzyna,1984.0,Inowrocław,https://www.otomoto.pl/oferta/audi-a6-stan-idealny-jedyny-taki-egzemplarz-pelen-serwis-w-aso-ID6DBB4L.html#6d60d0b5cc
BMW Seria 3 318i,2007.0,20900.0,PLN,164000.0,Benzyna,1995.0,Skierniewice,https://www.otomoto.pl/oferta/bmw-seria-3-sprzedam-e90-318i-ID6DmK1w.html#6d60d0b5cc
Volkswagen Passat,2008.0,17900.0,PLN,250000.0,Benzyna,1800.0,Kraśnik,https://www.otomoto.pl/oferta/volkswagen-passat-1-8-tsi-benzyna-zadbany-ID6DtYtW.html#6d60d0b5cc
BMW Seria 3 325ix,2004.0,21500.0,PLN,207000.0,Benzyna,2494.0,Hrubieszów,https://www.otomoto.pl/oferta/bmw-seria-3-bmw-e46-325xi-2004-rok-pelny-mpakiet-xenon-navi-skora-ID6CVmlF.html#6d60d0b5cc
Honda Accord 2.4,2006.0,22900.0,PLN,225000.0,Benzyna,2354.0,Płock,https://www.otomoto.pl/oferta/honda-accord-2-4-benzyna-190-km-ksenonskoragrzanefotelenaviklimatronic-ID6DsajJ.html#6d60d0b5cc
Subaru Impreza 2.0,2011.0,21800.0,PLN,183000.0,Benzyna,1994.0,Radom,https://www.otomoto.pl/oferta/subaru-impreza-awd-2-0i-4x4-automat-grzanefot-sliczny-ID6DzY6t.html#6d60d0b5cc
Mitsubishi Lancer 1.5,2010.0,19300.0,PLN,164000.0,Benzyna,1499.0,Skała,https://www.otomoto.pl/oferta/mitsubishi-lancer-ID6DwhQQ.html#6d60d0b5cc
Mazda 6,2009.0,24500.0,PLN,151790.0,Benzyna,2500.0,Kraków,https://www.otomoto.pl/oferta/mazda-6-2-5-e-ID6DtXSX.html#6d60d0b5cc
BMW Seria 5 530i,2003.0,21900.0,PLN,180000.0,Benzyna,2979.0,Swarzędz,https://www.otomoto.pl/oferta/bmw-seria-5-e60-530i-231km-180tys-km-sprowadzony-z-prywatnych-rak-ID6DyG9i.html#6d60d0b5cc
BMW Seria 7 735i,2003.0,16900.0,PLN,268000.0,Benzyna+LPG,3600.0,Grudziądz,https://www.otomoto.pl/oferta/bmw-seria-7-navi-podgrzewana-kierownica-zadbana-2-komplety-opon-ID6DhTYV.html#6d60d0b5cc
Ford Mondeo,2007.0,21300.0,PLN,188500.0,Benzyna,1999.0,Wrocław,https://www.otomoto.pl/oferta/ford-mondeo-ford-mondeo-2-0-benzyna-dobry-stan-ID6DygUC.html#6d60d0b5cc
Honda Accord 2.4,2004.0,18500.0,PLN,170000.0,Benzyna+LPG,2358.0,Lubień,https://www.otomoto.pl/oferta/honda-accord-honda-accord-2-4-benzyna-gaz-ID6DyG9Z.html#6d60d0b5cc
Audi A4,2005.0,19400.0,PLN,203900.0,Benzyna,1595.0,Kielce,https://www.otomoto.pl/oferta/audi-a4-zarejestrowany-2-komplety-kol-16-ID6DBAw2.html#6d60d0b5cc
Lincoln Town Car 4.6,1997.0,18500.0,PLN,220000.0,Benzyna,4601.0,Jelenia Góra,https://www.otomoto.pl/oferta/lincoln-town-car-limuzyna-zabytek-dobry-stan-ID6DzXwe.html#6d60d0b5cc
Toyota Corolla 1.8,2008.0,19500.0,PLN,216200.0,Benzyna+LPG,1794.0,Marki,https://www.otomoto.pl/oferta/toyota-corolla-ID6DBAkX.html#6d60d0b5cc
Volkswagen Passat,2006.0,18500.0,PLN,170000.0,Benzyna,1600.0,Stargard Szczeciński,https://www.otomoto.pl/oferta/volkswagen-passat-1-6i116kmhigh-line-skoratempomatoplacony-ID6B5uMc.html#6d60d0b5cc
Renault Laguna,2010.0,24500.0,PLN,134000.0,Benzyna,1997.0,Kraków,https://www.otomoto.pl/oferta/renault-laguna-2-0-alu-klima-2-kpl-kol-bezwypadkowy-1-wlasciciel-super-stan-ID6Dq1dZ.html#6d60d0b5cc
Audi A8 3.0,2004.0,20500.0,PLN,360000.0,Benzyna+LPG,2976.0,Gorzów Wielkopolski,https://www.otomoto.pl/oferta/audi-a8-audi-a8-d3-3-0-asn-pb-lpg-ID6Dv0EQ.html#6d60d0b5cc
Mitsubishi Lancer,2008.0,23999.0,PLN,147354.0,Benzyna,1798.0,Żary,https://www.otomoto.pl/oferta/mitsubishi-lancer-sport-klimatronik-grzane-fotele-tempomat-rockford-ID6DzXel.html#6d60d0b5cc
Citroën C-Elysée 1.6,2014.0,24500.0,PLN,89645.0,Benzyna+LPG,1587.0,Bytom,https://www.otomoto.pl/oferta/citroen-c-elyse-1-6-benzyna-gaz-krajowy-1-wszy-wlasciciel-ID6DBAgG.html#6d60d0b5cc
Toyota Avensis 1.8,2007.0,21800.0,PLN,199000.0,Benzyna,1794.0,Pruszcz Gdański,https://www.otomoto.pl/oferta/toyota-avensis-1-8-benzyna-serwis-w-aso-do-2019-ID6DzEap.html#6d60d0b5cc
Mercedes-Benz Klasa E,2003.0,16900.0,PLN,201455.0,Benzyna,2597.0,Częstochowa,https://www.otomoto.pl/oferta/mercedes-benz-klasa-e-e240-2-6benz-automat-stan-idealny-bez-korozji-bezwypadkowy-z-niemiec-ID6DjGoa.html#6d60d0b5cc
BMW Seria 5,2005.0,24600.0,PLN,220000.0,Benzyna,2497.0,Łuków,https://www.otomoto.pl/oferta/bmw-seria-5-bmw-seria-5-525xi-218km-2-5-cm-3-benzyna-ID6Dr2DL.html#6d60d0b5cc
Audi A4 1.8T,2005.0,22499.0,PLN,190210.0,Benzyna,1781.0,Kleszczów,https://www.otomoto.pl/oferta/audi-a4-b7-1-8t-163km-bfb-srebrny-stan-bdb-ID6DzVE7.html#6d60d0b5cc
BMW Seria 3,2005.0,19900.0,PLN,148000.0,Benzyna,2000.0,Wyszki,https://www.otomoto.pl/oferta/bmw-seria-3-sprzedam-zadbane-bmw-ID6Dr5PX.html#6d60d0b5cc
Volkswagen Passat 2.0,2008.0,25000.0,PLN,220570.0,Benzyna,1984.0,Puszczykowo,https://www.otomoto.pl/oferta/volkswagen-passat-volkswagen-passat-2-0-ID6DBzXp.html#6d60d0b5cc
Chrysler 300C,2004.0,20900.0,PLN,273000.0,Benzyna+LPG,3518.0,Chorzów,https://www.otomoto.pl/oferta/chrysler-300c-3-5-benzyna-lpg-salon-pl-2-kpl-kol-cena-do-negocjacji-ID6CIlxe.html#6d60d0b5cc
BMW Seria 3 318i,2006.0,15900.0,PLN,190000.0,Benzyna,1995.0,Jarocin,https://www.otomoto.pl/oferta/bmw-seria-3-318i-2-0i-129km-sedan-klimatronic-alumy-oplacony-ID6DBzN3.html#6d60d0b5cc
Opel Insignia 2.0,2009.0,22900.0,PLN,282000.0,Benzyna,1998.0,Rybnik,https://www.otomoto.pl/oferta/opel-insignia-opel-insignia-2-0-4x4-220-km-automat-navi-skora-salon-polska-prywatnie-ID6Dfbbh.html#6d60d0b5cc
Citroën XM,1990.0,18000.0,PLN,87450.0,Benzyna,1998.0,Jerzmanowice,https://www.otomoto.pl/oferta/citroen-xm-2-0-120-km-automat-oryginal-87-tkm-klasyk-ID6CyY0O.html#6d60d0b5cc
Mercedes-Benz Klasa E 260,1990.0,23999.0,PLN,254900.0,Benzyna,2599.0,Gowarzewo,https://www.otomoto.pl/oferta/mercedes-benz-klasa-e-2-6-benzyna-e-klasa-belgia-ID6Dr13L.html#6d60d0b5cc
Chevrolet Cruze 1.8,2011.0,21900.0,PLN,158000.0,Benzyna,1796.0,Łuków,https://www.otomoto.pl/oferta/chevrolet-cruze-sprowadzony-oplacony-serwis-stan-bdb-1-8-benzyna-141-km-ID6DpzkK.html#062eba7172
Audi A4 Avant,2005.0,20900.0,PLN,265000.0,Benzyna,1781.0,Aleksandrów Pierwszy,https://www.otomoto.pl/oferta/audi-a4-sedan-swiezo-sprowadzona-dwa-komplety-kol-ID6DuMG1.html#062eba7172
BMW Seria 3 325i,2005.0,18900.0,PLN,240000.0,Benzyna,2497.0,Rypin,https://www.otomoto.pl/oferta/bmw-seria-3-2-5-benzyna-218km-czujniki-serwis-ID6DBzQS.html#062eba7172
Škoda Octavia 1.4,2012.0,25000.0,PLN,122000.0,Benzyna,1390.0,Głogów,https://www.otomoto.pl/oferta/skoda-octavia-skoda-octavia-2-122-tys-km-ID6DBzD4.html#062eba7172
BMW Seria 3 318i,2007.0,18500.0,PLN,210000.0,Benzyna,1995.0,Ostróda,https://www.otomoto.pl/oferta/bmw-seria-3-bmw-e90-318i-ID6DzVsD.html#062eba7172
Mercedes-Benz Klasa E,2005.0,19200.0,PLN,198000.0,Benzyna,1796.0,Radziwiłłów,https://www.otomoto.pl/oferta/mercedes-benz-klasa-e-1-8-kompressor-163km-super-stan-mozliwa-zamiana-ID6DzVwY.html#062eba7172
Mercedes-Benz Klasa E,1997.0,16900.0,PLN,84300.0,Benzyna,2397.0,Rzeszów,https://www.otomoto.pl/oferta/mercedes-benz-klasa-e-top-auto-przebieg-84-tys-km-gwarancja-automat-klima-ID6DAzWC.html#062eba7172
Honda Civic 1.8,2007.0,22000.0,PLN,173000.0,Benzyna,1799.0,Janów Podlaski,https://www.otomoto.pl/oferta/honda-civic-honda-civic-1-8-executive-i-wlasciciel-zadbana-garazowana-salon-polska-ID6DAzUD.html#062eba7172
Suzuki SX4 1.6,2008.0,17900.0,PLN,126012.0,Benzyna,1586.0,Żory,https://www.otomoto.pl/oferta/suzuki-sx4-1-6-benzyna-2008r-107ps-126tkm-keyless-go-alufelgi-podgrz-fotele-led-ID6DusVP.html#062eba7172
Renault Fluence 2.0,2010.0,24900.0,PLN,64000.0,Benzyna,1997.0,Budzyń,https://www.otomoto.pl/oferta/renault-fluence-gwarancja-2-0benzyna140ps-navipolskoryklimatron-pdc-serwisaso-zamiana-ID6DbAKY.html#062eba7172
Suzuki SX4 1.6,2008.0,17900.0,PLN,180000.0,Benzyna,1586.0,Jasło,https://www.otomoto.pl/oferta/suzuki-sx4-1-6-benzyna-108-km-stan-bdb-bezwypadkowy-bogate-wyposazenie-ID6DBzxV.html#062eba7172
BMW Seria 3,2006.0,23700.0,PLN,202207.0,Benzyna+LPG,1995.0,Mielec,https://www.otomoto.pl/oferta/bmw-seria-3-bmw-e90-320i-z-lpg-ID6DAzSO.html#062eba7172
Suzuki SX4 1.6,2010.0,18900.0,PLN,158754.0,Benzyna,1586.0,Rychtal,https://www.otomoto.pl/oferta/suzuki-sx4-oplacony-klimatronic-bezwypadek-stan-bdb-ID6DBzwI.html#062eba7172
Audi A4 3.0,2001.0,15500.0,PLN,284000.0,Benzyna+LPG,2976.0,Lublin,https://www.otomoto.pl/oferta/audi-a4-audi-a4-b6-3-0-v6-asn-4x4automatnowy-rozrzad-ID6DBztf.html#062eba7172
Renault Fluence,2010.0,21900.0,PLN,74000.0,Benzyna,1598.0,Chełm,https://www.otomoto.pl/oferta/renault-fluence-1-6-16v-salon-polska-tylko-74-000km-ID6CRbqB.html#062eba7172
Renault Laguna 1.6,2008.0,17400.0,PLN,196037.0,Benzyna+LPG,1598.0,Rawa Mazowiecka,https://www.otomoto.pl/oferta/renault-laguna-2008-1-6-benz-lpg-klimatronik-oplacona-i-zarejestrowana-mozliwazamiana-ID6Dv6Yj.html#062eba7172
Mercedes-Benz Klasa C 230,2004.0,15900.0,PLN,240000.0,Benzyna,1796.0,Bratoszewice,https://www.otomoto.pl/oferta/mercedes-benz-klasa-c-w203-lift-sedan-benzyna-bez-rdzy-bardzo-ladnym-duzy-serwis-ID6DBzlE.html#062eba7172
BMW Seria 3,2006.0,21900.0,PLN,214218.0,Benzyna,2500.0,Poznań,https://www.otomoto.pl/oferta/bmw-seria-3-ID6DBzjJ.html#062eba7172
BMW Seria 3 320i,2005.0,18900.0,PLN,162000.0,Benzyna,1995.0,Poręba,https://www.otomoto.pl/oferta/bmw-seria-3-100-bezwypadkowy-serwis-gwarancja-alu-navi-po-oplatach-ID6Dzcdh.html#062eba7172
Škoda Octavia,2012.0,19900.0,PLN,267000.0,Benzyna+LPG,1595.0,Łódź,https://www.otomoto.pl/oferta/skoda-octavia-sprzedam-skoda-octavia-ID6DBzgW.html#062eba7172
Opel Vectra,2007.0,16000.0,PLN,262386.0,Benzyna,1796.0,Gdańsk,https://www.otomoto.pl/oferta/opel-vectra-opel-vectra-1-8-gts-ID6DAzML.html#062eba7172
BMW Seria 3 320i,2008.0,21500.0,PLN,231000.0,Benzyna,1995.0,Olsztyn,https://www.otomoto.pl/oferta/bmw-seria-3-bmw-seria-3-e92-touring-170km-ID6DwHCJ.html#062eba7172
BMW Seria 3 318i,2007.0,17000.0,PLN,175000.0,Benzyna,1995.0,Olsztyn,https://www.otomoto.pl/oferta/bmw-seria-3-bmw-e90-318i-sprzedam-zamienie-ID6DzWLZ.html#062eba7172
Honda Accord,2005.0,15900.0,PLN,152000.0,Benzyna,2400.0,Łuków,https://www.otomoto.pl/oferta/honda-accord-2-4-ivtec-190km-automat-skora-acura-tsx-ID6DBz7M.html#062eba7172
Mercedes-Benz Klasa E 320,2003.0,23400.0,PLN,197051.0,Benzyna,3199.0,Złotoryja,https://www.otomoto.pl/oferta/mercedes-benz-klasa-e-mercedes-e-320-elegance-benzyna-swietny-stan-ID6Dwxzz.html#062eba7172
Škoda 120,1988.0,15999.0,PLN,15000.0,Benzyna,1200.0,Koszalin,https://www.otomoto.pl/oferta/skoda-120-l-zabytkowa-skoda-oryginalny-przebieg-ID6DzWDZ.html#062eba7172
BMW Seria 3 325i,2005.0,20900.0,PLN,238335.0,Benzyna,2497.0,Czechowice-Dziedzice,https://www.otomoto.pl/oferta/bmw-seria-3-bmw-seria-3-2005r-skory-alu-felgi-zarejestrowane-w-polsce-ID6DzDHr.html#062eba7172
Toyota Avensis 2.0,2007.0,15900.0,PLN,245300.0,Benzyna,1998.0,Radziejowice,https://www.otomoto.pl/oferta/toyota-avensis-zarejestrowany-sol-klimatron-alu-gwarancja-zadbany-salon-ID6Dviro.html#062eba7172
Audi A6 2.4,2005.0,18700.0,PLN,269322.0,Benzyna,2393.0,Jarocin,https://www.otomoto.pl/oferta/audi-a6-ID6DBsia.html#062eba7172
Mercedes-Benz Klasa C 180,2005.0,18900.0,PLN,175129.0,Benzyna,1796.0,Wrocław,https://www.otomoto.pl/oferta/mercedes-benz-klasa-c-mercedes-klasa-c-w203-ID6DyFJX.html#062eba7172
Citroën C5 2.0i,2008.0,22900.0,PLN,194300.0,Benzyna,1997.0,Lublin,https://www.otomoto.pl/oferta/citroen-c5-2-0-140km-pierwszy-wlasciciel-bogata-wersja-bdb-stan-tech-ID6DByCc.html#062eba7172
Audi A4 1.8T,2002.0,17400.0,PLN,189000.0,Benzyna,1781.0,Orzesze,https://www.otomoto.pl/oferta/audi-a4-1-8t-150km-sedan-klimatr-100-bezwypad-pelny-serwis-niemcy-alu-stan-bdb-ID6DByvo.html#062eba7172
Renault Fluence 1.6,2012.0,23900.0,PLN,124000.0,Benzyna,1598.0,Zamość,https://www.otomoto.pl/oferta/renault-fluence-renault-fluence-1-6-16v-2012r-benzyna-prywatnie-bardzo-zadbane-ID6DBxSh.html#39c7b79c3c
Ford Mondeo V6,2004.0,16200.0,PLN,190000.0,Benzyna,2967.0,Bydgoszcz,https://www.otomoto.pl/oferta/ford-mondeo-ford-mondeo-st220-mk3-ID6DBypN.html#39c7b79c3c
BMW Seria 3 318i,2008.0,24999.0,PLN,248000.0,Benzyna,1995.0,Radom,https://www.otomoto.pl/oferta/bmw-seria-3-m-pakiet-oplacony-ID6DhZYn.html#39c7b79c3c
Citroën C-Elysée,2017.0,20100.0,PLN,154000.0,Benzyna+LPG,1587.0,Wrocław,https://www.otomoto.pl/oferta/citroen-c-elyse-1-6vti-115km-lpg-wynajem-dlugoterminowy-samochodow-wypozyczalnia-aut-ID6DwF4E.html#39c7b79c3c
Audi A4,2006.0,23800.0,PLN,174000.0,Benzyna,1781.0,Radom,https://www.otomoto.pl/oferta/audi-a4-b7-1-8-turbo-163-km-i-manual-sedan-kola-18-sprowadzony-ID6DyFHO.html#39c7b79c3c
Seat Exeo,2009.0,24900.0,PLN,108000.0,Benzyna,1600.0,Chmieleń,https://www.otomoto.pl/oferta/seat-exeo-1-6mpi-climatronik-alu-108tys-przebiegu-bluetooth-pooplatach-ID6CEcAE.html#39c7b79c3c
Škoda Superb 2.0,2013.0,16750.0,PLN,407548.0,Benzyna,1984.0,Siemianowice Śląskie,https://www.otomoto.pl/oferta/skoda-superb-1-skoda-3t-superb-superb-ii-2-0-tsi-mr14-ID6DBygx.html#39c7b79c3c
Audi A4,2003.0,15900.0,PLN,207000.0,Benzyna,1800.0,Łuków,https://www.otomoto.pl/oferta/audi-a4-s-line-plus-stan-bdb-ID6CFTLw.html#39c7b79c3c
Lexus ES,1992.0,18500.0,PLN,270000.0,Benzyna,2997.0,Żórawina,https://www.otomoto.pl/oferta/lexus-es-es-300-szwajcaria-po-oplatach-klasykagatunku-ID6D0IAV.html#39c7b79c3c
Toyota Corolla 1.4,2009.0,22900.0,PLN,92000.0,Benzyna,1398.0,Gliwice,https://www.otomoto.pl/oferta/toyota-corolla-klimatyzacja-pakiet-chromow-bdb-stan-ID6DBxPS.html#39c7b79c3c
Peugeot 301 1.6,2013.0,22999.0,PLN,126000.0,Benzyna,1587.0,Zielona Góra,https://www.otomoto.pl/oferta/peugeot-301-1-6-benz-z-polskiego-salonu-i-wlasciciel-ID6DBxPo.html#39c7b79c3c
BMW Seria 5 523i,2007.0,24500.0,PLN,240000.0,Benzyna,2497.0,Płock,https://www.otomoto.pl/oferta/bmw-seria-5-bmw-e60-2-5-benzyna-automat-ID6DzDx4.html#39c7b79c3c
Audi A6 2.4,2005.0,21400.0,PLN,274500.0,Benzyna,2393.0,Zwoleń,https://www.otomoto.pl/oferta/audi-a6-2-4benzyna-manual-bi-xenon-ledy-po-serwisie-oplacona-ID6DwRHF.html#39c7b79c3c
BMW Seria 7 735i,2002.0,18900.0,PLN,217000.0,Benzyna,3600.0,Łosice,https://www.otomoto.pl/oferta/bmw-seria-7-ID6DBxUc.html#39c7b79c3c
Citroën C5 2.0i,2008.0,20900.0,PLN,220000.0,Benzyna,1997.0,Pruszcz Gdański,https://www.otomoto.pl/oferta/citroen-c5-2-0benzyna-140km-sedan-nowe-opony-nowe-hamulce-grz-fotele-tempomat-ID6DvkHf.html#39c7b79c3c
Mercedes-Benz CLK,2003.0,21000.0,PLN,203000.0,Benzyna,2597.0,Konin,https://www.otomoto.pl/oferta/mercedes-benz-clk-mercedes-clk-2-6-benzyna-automat-super-stan-felga-amg-ID6DBxBi.html#39c7b79c3c
Volkswagen Passat 2.0,2006.0,19900.0,PLN,173000.0,Benzyna,1984.0,Jelenia Góra,https://www.otomoto.pl/oferta/volkswagen-passat-gwarancja-bezwypadkowy-serwisowany-oplacony-ID6DtOTd.html#39c7b79c3c
BMW Seria 7 745i,2001.0,18900.0,PLN,355000.0,Benzyna+LPG,4398.0,Grudziądz,https://www.otomoto.pl/oferta/bmw-seria-7-ID6Dkcdn.html#39c7b79c3c
Chevrolet Cruze 1.6,2009.0,18900.0,PLN,123713.0,Benzyna,1598.0,Szczecin,https://www.otomoto.pl/oferta/chevrolet-cruze-salon-polska-serwisowany-nowy-rozrzad-ID6DBxr7.html#39c7b79c3c
Volkswagen Passat,2009.0,24900.0,PLN,171000.0,Benzyna+LPG,1595.0,Lębork,https://www.otomoto.pl/oferta/volkswagen-passat-maly-przebieg-climatronic-1-6-mpi-gaz-ID6DyfFh.html#39c7b79c3c
Mazda 6 2.0,2007.0,15500.0,PLN,155949.0,Benzyna,1999.0,Giżycko,https://www.otomoto.pl/oferta/mazda-6-2-0-benzyna-lift-back-bogato-wyposazona-alufelgi-webasto-zadbana-ID6DtEV6.html#39c7b79c3c
Volkswagen Jetta,2006.0,16300.0,PLN,179324.0,Benzyna,1598.0,Chełmno,https://www.otomoto.pl/oferta/volkswagen-jetta-1-6-ben-116-km-ID6DzU4b.html#39c7b79c3c
BMW Seria 7,2002.0,19900.0,PLN,445420.0,Benzyna+LPG,3600.0,Koteże,https://www.otomoto.pl/oferta/bmw-seria-7-bmw-735-gaz-lpg-3-6-skory-full-opcja-zarej-ID6DwV81.html#39c7b79c3c
Renault Fluence 1.6,2010.0,15000.0,PLN,240000.0,Benzyna,1598.0,Gdańsk,https://www.otomoto.pl/oferta/renault-fluence-1-6-benzyna-16v-110km-2010r-salonpl-klimatronik-polskory-bezwypadkowy-ID6DzTYX.html#39c7b79c3c
Nissan Tiida 1.6,2008.0,16999.0,PLN,104500.0,Benzyna,1598.0,Stara Iwiczna,https://www.otomoto.pl/oferta/nissan-tiida-pelny-automatprzebieg-100-klima-100-europa-ID6DwN5G.html#39c7b79c3c
BMW Seria 3,2006.0,18200.0,PLN,276000.0,Benzyna,1995.0,Połczyn-Zdrój,https://www.otomoto.pl/oferta/bmw-seria-3-2-0-i-150-km-pelny-serwis-ID6DBvZc.html#39c7b79c3c
Renault Laguna,2009.0,19500.0,PLN,111000.0,Benzyna,1600.0,Gostyń,https://www.otomoto.pl/oferta/renault-laguna-ID6DtmoE.html#39c7b79c3c
Toyota Corolla,2008.0,18900.0,PLN,238000.0,Benzyna,1598.0,Elbląg,https://www.otomoto.pl/oferta/toyota-corolla-salon-polski-jeden-wlasciciel-bogate-wyposazenie-ID6DBvUA.html#39c7b79c3c
Honda Accord 2.0,2008.0,24999.0,PLN,234000.0,Benzyna,1998.0,Ostrowiec Świętokrzyski,https://www.otomoto.pl/oferta/honda-accord-2-0-155km-sport-bezwypadkowy-od-pierwszego-wlasciciela-ID6DAz6N.html#39c7b79c3c
Audi A4 Avant,2006.0,18950.0,PLN,247000.0,Benzyna,1984.0,Aleksandrów Łódzki,https://www.otomoto.pl/oferta/audi-a4-2-0-benzyna-oplacony-gotowy-do-rejestracji-polecam-ID6DBvLK.html#39c7b79c3c
Audi A4 1.8T,2005.0,24900.0,PLN,156000.0,Benzyna,1781.0,Dłutów,https://www.otomoto.pl/oferta/audi-a4-1-8t-benzyna-163km-156000km-sedan-17-xenon-chrom-ID6DzDli.html#39c7b79c3c
Škoda Octavia 1.2,2010.0,18500.0,PLN,190000.0,Benzyna,1197.0,Gorzów Wielkopolski,https://www.otomoto.pl/oferta/skoda-octavia-octavia-benzyna-pl-salon-bezwypadkowa-ID6DjuI3.html#39c7b79c3c
Volvo S40 2.0,2008.0,20500.0,PLN,245000.0,Benzyna+LPG,1999.0,Wisła,https://www.otomoto.pl/oferta/volvo-s40-volvo-s40-ii-2-0-z-lpg-2008r-ID6CZRmp.html#20e446c6c5
BMW Seria 3 318i,2006.0,19999.0,PLN,264200.0,Benzyna,1995.0,Łódź,https://www.otomoto.pl/oferta/bmw-seria-3-e90-318i-129km-perfekcyjny-stan-oc-i-ac-doinwestowana-ID6DxFaC.html#20e446c6c5
BMW Seria 3 320i,2006.0,19900.0,PLN,194927.0,Benzyna,1995.0,Kielce,https://www.otomoto.pl/oferta/bmw-seria-3-320i-benzyna-170km-ID6DwCRx.html#20e446c6c5
Volvo S60,2008.0,18900.0,PLN,207312.0,Benzyna+LPG,2435.0,Warszawa,https://www.otomoto.pl/oferta/volvo-s60-2-4-benz-gaz-xenon-skora-pdc-salon-polska-08-ID6DyOGU.html#20e446c6c5
BMW Seria 5 520i,2004.0,20900.0,PLN,191000.0,Benzyna,2171.0,Stargard Szczeciński,https://www.otomoto.pl/oferta/bmw-seria-5-klimatronik-nawigacja-automat-pelny-serwis-bmw-ID6DuquD.html#20e446c6c5
Mercedes-Benz W124 (1984-1993),1990.0,15900.0,PLN,158123.0,Benzyna,1996.0,Warszawa,https://www.otomoto.pl/oferta/mercedes-benz-w124-1984-1993-2-0-benzyna-158000-tys-przebieg-certyfikat-dekra-ID6Dm4gZ.html#20e446c6c5
Renault Laguna 2.0,2007.0,15990.0,PLN,225866.0,Benzyna,1997.0,Nowy Sącz,https://www.otomoto.pl/oferta/renault-laguna-2-0i-16v-140kmklimatronaluserwisvideo-ogledziny8zamianadowoz-ID6CV3sH.html#20e446c6c5
Renault Laguna 2.0,2007.0,16900.0,PLN,195000.0,Benzyna,1997.0,Stargard Szczeciński,https://www.otomoto.pl/oferta/renault-laguna-lakierfabryczny-2-0-parkpiloty-klimatronic-super-zadbany-ID6DAUin.html#20e446c6c5
Honda Accord 2.0,2005.0,18900.0,PLN,180000.0,Benzyna,1998.0,Rembelszczyzna,https://www.otomoto.pl/oferta/honda-accord-2-0-benzyna-salon-polska-klimatyzacja-ID6DzSUV.html#20e446c6c5
BMW Seria 5,1998.0,15490.0,PLN,356840.0,Benzyna,2793.0,Paniówki,https://www.otomoto.pl/oferta/bmw-seria-5-ID6DBwqM.html#20e446c6c5
Mitsubishi Lancer,2011.0,21900.0,PLN,189000.0,Benzyna,1598.0,Węgrów,https://www.otomoto.pl/oferta/mitsubishi-lancer-1-6-pb-cleartec-sedan-xenon-super-stan-ID6DstF9.html#20e446c6c5
BMW Seria 3 320i,2006.0,22900.0,PLN,190242.0,Benzyna,1995.0,Mysłowice,https://www.otomoto.pl/oferta/bmw-seria-3-m-pakiet-e90-1-szy-wlasciciel-w-pl-ID6DzSFf.html#20e446c6c5
Audi A4,2006.0,17900.0,PLN,240000.0,Benzyna,1984.0,Dolna Grupa,https://www.otomoto.pl/oferta/audi-a4-automat-sprowadzony-oplacony-i-wlasciciel-car-gwarant-ID6BSMjD.html#20e446c6c5
BMW Seria 3,2006.0,17750.0,PLN,166000.0,Benzyna,1995.0,Olsztyn,https://www.otomoto.pl/oferta/bmw-seria-3-mozliwa-zamiana-ID6DvzGt.html#20e446c6c5
BMW Seria 3,2007.0,23800.0,PLN,152000.0,Benzyna,1995.0,Komorniki,https://www.otomoto.pl/oferta/bmw-seria-3-2-0-i-automat-ID6DvLYz.html#20e446c6c5
BMW Seria 3,2006.0,17890.0,PLN,246000.0,Benzyna,1995.0,Gniezno,https://www.otomoto.pl/oferta/bmw-seria-3-dowoz-w-cenie-auta-klimatronic-polskora-grzane-fote-ID6DwvaK.html#20e446c6c5
Audi A4 2.0,2007.0,21300.0,PLN,194500.0,Benzyna,1984.0,Morawica,https://www.otomoto.pl/oferta/audi-a4-audi-a4-2-0-benzyna-silnik-alt-ID6DzSj8.html#20e446c6c5
Peugeot 301 1.2,2013.0,23800.0,PLN,39362.0,Benzyna,1199.0,Lipówki,https://www.otomoto.pl/oferta/peugeot-301-1-2-benzyna-ID6DvIyJ.html#20e446c6c5
Audi A4 B7,2004.0,22500.0,PLN,210251.0,Benzyna,1984.0,Ostrzeszów,https://www.otomoto.pl/oferta/audi-a4-audi-a4-b7-quattro-2-0-tfsi-alpine-navi-ID6DBwdK.html#20e446c6c5
